date,equity,cash,n_pos
2025-09-25,12155.830215431652,2365.1602154316506,4
2025-09-26,12173.52021543165,61.16021543165061,5
2025-09-29,12253.390415431651,61.16021543165061,5
2025-09-30,12257.43021543165,61.16021543165061,5
2025-10-01,12207.12001543165,61.16021543165061,5
2025-10-02,12172.02021543165,162.18021543165014,4
2025-10-03,12192.55001543165,64.39021543165018,4
2025-10-06,12250.330215431648,64.39021543165018,4
2025-10-07,12135.050215431653,64.39021543165018,4
2025-10-08,12106.830215431652,4552.870215431651,3
2025-10-09,12098.58041543165,7668.27021543165,2
2025-10-10,11755.850215431648,2430.6102154316495,4
2025-10-13,11913.34021543165,11913.34021543165,0
2025-10-14,12012.560515431649,6093.160515431649,2
2025-10-15,12167.62051543165,1.26051543164931,5
2025-10-16,11964.120515431649,1.26051543164931,5
2025-10-17,12035.45051543165,1.26051543164931,5
2025-10-20,12196.22859296859,1262.058592968587,5
2025-10-21,12104.144452968587,1388.4144529685868,5
2025-10-22,11948.234442968587,133.19444296858728,5
2025-10-23,12154.044442968587,1938.7844429685867,5
2025-10-24,12126.534442968588,1938.7844429685867,5
2025-10-27,12328.054442968587,1938.7844429685867,5
2025-10-28,12329.754442968586,1938.7844429685867,5
2025-10-29,12381.574442968586,1938.7844429685867,5
2025-10-30,12266.514442968586,1938.7844429685867,5
2025-10-31,12260.364442968588,6.174442968586845,5
2025-11-03,12216.984442968587,6.174442968586845,5
2025-11-04,12080.054442968587,164.59444296858692,5
2025-11-05,12057.989692051087,2343.6296920510877,5
2025-11-06,11848.549692051087,1685.4496920510878,5
2025-11-07,11828.36201205109,364.03201205108826,4
2025-11-10,11983.192012051088,364.03201205108826,4
2025-11-11,11980.43201205109,364.03201205108826,4
2025-11-12,11957.012012051087,364.03201205108826,4
2025-11-13,11726.362012051088,364.03201205108826,4
2025-11-14,11620.122012051088,6365.582012051089,2
